ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
jitros_0011,mccypgreek,Pale en efaen ute to mesomerin.,#	Pale	0	en	0	efaen	ute	to	mesomerin,#	Again	he_0	not	it_0	ate-3sg	nor	the	noon,At noon again he did not eat.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,40000,44000,##neg	other	0.h:a	other	0:p	v:pred	other	ln	np:other,,jitros
jitros_0012,mccypgreek,"Tin nixtan perni tu ton dhipnon tu  na fai,  pale jaxame je to mbukkoman je to mesomerkatikon.",#	Tin	nixtan	0	perni	=tu	ton	dhipnon	tu	#	na	0	fai	#	pale	jaxame	je	to	mbukkoman	je	to	mesomerkatikon,#	the	night	she_0	takes-3sg	=to.him	the	dinner	his	#	mod_that	he_0	eats-3sg	#	again	there	and	the	breakfast	and	the	lunch,"At night she takes his dinner to him so that he can eat, again breakfast and lunch are there.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,44000,48000,##	ln	np:other	0.h:a	v:pred	=pro.h:g	ln	np:p	rn_pro.h:poss	#ac	nonindic	0.h:s	v:pred	#	other	other:l	other	ln	np:pred	other	ln	rn_np,,jitros
jitros_0013,mccypgreek,Je o dhipnos tu  po piren  en efaen.,#	Je	o	dhipnos	tu	#	po	piren	0	#	0	en	efaen,#	and	the	dinner	his	#	that	took-3sg	she_0	#	he_0	not	ate-3sg,And also his dinner that she had taken he did not eat.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,48000,52000,##	other	ln	np:p	rn_pro.h:poss	#rc	other	v:pred	0.h:a	#neg	0.h:a	other	v:pred,,jitros
jitros_0014,mccypgreek,"Akuse jira vasilissa,  o yos su  nomizo  en arostos.",#	0	Akuse	jira	vasilissa	#	o	yos	su	#	0	nomizo	%ds	en	arostos,#	you_0	listen-2sg (?)	lady	queen	#	the	son	your	#	I_0	think-1sg	%ds	is-3sg	sick,"Listen my queen, I think that your son is sick.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,52000,56000,##ds	0.2:s	imp_v:pred (?)	np.h:voc	np.h:voc	#ds	ln	np.h:s	rn_pro.2:poss	#ds_ec	0.1:s	v:pred	%ds	cop	other:pred,,jitros
jitros_0015,mccypgreek,"Potte, kori.",#	potte	kori,#	no.way	girl,"No way, young lady.",en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,56000,60000,##ds	other	np.h:voc,,jitros
jitros_0016,mccypgreek,"En efaen me bukkoman, me mesomerin, me dhipnon,  je en mu emilisen  an en arostos,  ya an poni kati.",#	0	En	efaen	me	bukkoman	me	mesomerin	me	dhipnon	#	je	0	en	=mu	emilisen	#	an	0	en	arostos	#	ya	an	0	poni	kati,#	he_0	not	ate-3sg	neither	breakfast	nor	lunch	nor	dinner	#	and	he_0	not	=to.me	said(?)	#	if	he_0	is-3sg	sick	#	or	if	he_0	has.pain.in-3sg	something,He ate neither breakfast nor lunch nor dinner and he did not tell me that he's sick or that he feels pain somewhere.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,60000,64000,##ds_neg	0.h:a	other	v:pred	other	np:p	other	np:other	other	np:other	#ds_neg_nc	other	0.h:s_ds	other	=pro.1:g	v:pred	#ds	other	0.h:s	cop	other:pred	#ds	other	other	0.h:a	v:pred	other:p,,jitros
jitros_0017,mccypgreek,"E, na pao kori mu,  na dho to pedhin mu.",#	E	0	na	pao	kori	mu	#	na	dho	0	to	pedhin	mu,#	Ah	I_0	mod_that	go-1sg	girl	my	#	mod_that	see-1sg	I_0	the	child	my,"I should go, dear girl, to see my child.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,64000,68000,##ds	other	0.1:s	nonindic	v:pred	np.h:voc	rn_pro.1:poss	#ds_ac	nonindic	v:pred	0.1:a	ln	np.h:p	rn_pro.1:poss,,jitros
jitros_0018,mccypgreek,Epien i vasilissa.,#	Epien	i	vasilissa,#	went-3sg	the	queen,The Queen went.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,68000,72000,#	v:pred	ln	np.h:s,,jitros
jitros_0019,mccypgreek,"Ti eshis ye mu,  j en mas milas?",#	Ti	eshis	0	ye	mu	#	j	0	en	=mas	milas,#	what	have-2sg	you_0	son	my	#	and	you_0	not	=to.us	talk-2sg,"What's wrong, my son, why are you not talking to us?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,72000,76000,##ds	other:p	v:pred	0.2:a	np.h:voc	rn_pro.1:poss	#ds_neg	other	0.2:a	other	=pro.1:p	v:pred,,jitros
jitros_0020,mccypgreek,"An ise arostos,  na su ferumen yatron.",#	An	0	ise	arostos	#	0	na	=su	ferumen	yatron,#	if	you_0	are-2sg	sick	#	we_0	mod_that	=to.you	bring-1pl	doctor,"If you're sick, we'll get a doctor for you.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,76000,80000,##ds_ac	other	0.2:s	cop	other:pred	#ds	0.1:a	nonindic	=pro.2:g	v:pred	np.h:p,,jitros
jitros_0021,mccypgreek,"Oxi, mamma, en ime arostos.",#	Oxi	mamma	0	en	ime	arostos,#	no	mother	I_0	not	am-1sg	sick,"No mum, I'm not sick.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,80000,84000,##ds_neg	other	np.h:voc	0.1:s	other	cop	other:pred,,jitros
jitros_0022,mccypgreek,Kalo?,#	Kalo,#	what.then,What is it then?,en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,84000,88000,##ds	other,,jitros
jitros_0023,mccypgreek,Ti eshis?,#	Ti	eshis	0,#	What	have-2sg	you_0,What's wrong?,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,88000,92000,##ds	other:p	v:pred	0.2:a,,jitros
jitros_0024,mccypgreek,Tipote.,#	Tipote,#	nothing,Nothing.,en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,92000,96000,##ds_neg	other,,jitros
jitros_0025,mccypgreek,"E, anu, ye mu,  na pamen kato  na se dhi o pateras su  je marazefki.",#	E	0	anu	ye	mu	#	na	0	pamen	kato	#	na	=se	dhi	o	pateras	su	#	je	0	marazefki,#	Hey	you_0	get.up-2sg	son	my	#	mod_that	we_0	go-1pl	down	#	mod_that	=you	see-2sg	the	father	your	#	and	he_0	is.sad-3sg,"Hey, get up my son, so that we can go downstairs and your father can take a look at you, he is sad.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,96000,100000,##ds	other	0.2:s	imp_v:pred	np.h:voc	rn_pro.1:poss	#ds_ac	nonindic	0.1:s	v:pred	other:g	#ds_ac	nonindic	=pro.2:p	v:pred	ln	np.h:a	rn_pro.2:poss	#ds	other	0.h:s	cop,,jitros
jitros_0026,mccypgreek,As erti jinos.,#	as	erti	jinos,#	lets-3sg	come-3sg	that.one_m,Let him come.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,100000,104000,##ds	aux_l	v:pred	dem_pro:s,,jitros
jitros_0027,mccypgreek,"Potte, ye mu, en dhinaton  o vasileas na rti sto poin tu pedhk'u tu?",#	Potte	ye	mu	en	dhinaton	#	o	vasileas	na	'rti	sto	poin	tu	pedhk'u	tu,#	no.way	son	my	is-3sg	possible	#	the	king	mod_that	comes-3sg	to.the	foot	the	child	his,"For God's sake my son, is it ever possible, that the king comes to the foot of his child?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,104000,108000,##ds	other:s	np.h:voc	rn_pro.1:poss	cop	other:pred	#ds_ac	ln	np.h:s	nonindic	v:pred	ln	np:g	ln	np:poss	rn_pro.h:poss,,jitros
jitros_0028,mccypgreek,"Anu, ye mu,  na pais esu.",#	0	Anu	ye	mu	#	na	pais	esu,#	you_0	get.up-2sg	son	my	#	mod_that	go-2sg	you,"Get up my son, so that you can go yourself.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,108000,112000,##ds	0.2:s	imp_v:pred	np.h:voc	rn_pro.1:poss	#ds_ac	nonindic	v:pred	pro.2:s,,jitros
jitros_0029,mccypgreek,"Oxi, eo en paenno.",#	oxi	eo	en	paenno,#	no	I	not	go-1sg,"No, I'm not going.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,112000,116000,##ds_neg	other	pro.1:s	other	v:pred,,jitros
jitros_0030,mccypgreek,Epien i vasilissa.,#	Epien	i	vasilissa,#	went-3sg	the	queen,The Queen went.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,116000,120000,##	v:pred	ln	np.h:s,,jitros
jitros_0031,mccypgreek,Ti eshi jira vasilissa o yos mas?,#	Ti	eshi	jira	vasilissa	o	yos	mas,#	What	has-3sg	lady	queen	the	son	our,"Lady Queen, what does our son have?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,120000,124000,##ds	other:p	v:pred	ln	np.h:voc	ln	np.h:a	rn_pro.1:poss,,jitros
jitros_0032,mccypgreek,Mila  na pais esu.,#	0	Mila	#	na	pais	esu,#	he_0	says-3sg	#	mod_that	go-2sg	you,He says that you should go.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,124000,128000,##	0.h:s_ds	v:pred	#ds	nonindic	v:pred	pro.2:s,,jitros
jitros_0033,mccypgreek,Eo milo tu  na pai jinos  je dhen pai.,#	Eo	milo	=tu	#	na	pai	jinos	#	je	0	dhen	pai,#	I	tell-1sg	=to.him	#	mod_that	goes-3sg	that.one_m	#	and	he_0	not	goes-3sg,"I'm telling him to go himself, but he does not go",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,128000,132000,##ds	pro.1:s_ds	v:pred	=pro.h:g	#ds	nonindic	v:pred	dem_pro.h:s	#ds_neg	other	0.h:s	other	v:pred,,jitros
jitros_0034,mccypgreek,"O vasileas pale,  poni tin kark'an tu,  epk'axen tin skalan  j epien konda tu.",#	O	vasileas	pale	#	0	poni	tin	kark'an	tu	#	epk'axen	tin	skalan	#	j	0	epien	konda	=tu,#	the	king	again	#	he_0	has.pain.in-3sg	the	heart	his	#	took-3sg	the	staircase	#	and	he_0	went-3sg	near	=to.him,"The king on the other hand, (although) he has pain in his heart, climbed the staircase and went to him.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,132000,136000,##	ln	np.h:a	other	#ac	0.h:s	v:pred	ln	np:obl	rn_pro.h:poss	#	v:pred	ln	np:p	#	other	0.h:s	v:pred	adp	=pro.h:g,,jitros
jitros_0035,mccypgreek,"Ti eshis ye mu,  je en mu milas?",#	Ti	0	eshis	ye	mu	#	je	0	en	=mu	milas,#	What	you_0	have-2sg	son	my	#	and	you_0	not	=to.me	talk-2sg,"What do you have my son, that makes you not talk to me?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,136000,140000,##ds	other:p	0.2:a	v:pred	np.h:voc	rn_pro.1:poss	#ds_neg	other	0.2:s_ds	other	=pro.1:g	v:pred,,jitros
jitros_0036,mccypgreek,"Ise arostos,  na su fero yatron,  j eminan ta faya su jame  je xoris ta  j en trois!",#	0	Ise	arostos	#	0	na	=su	fero	yatron	#	j	eminan	ta	faya	su	jame	#	je	0	xoris	=ta	#	j	0	en	0	trois,#	you_0	are-2sg	sick	#	I_0	mod_that	=to.you	bring-1sg	doctor	#	and	stayed-3pl	the	food	your	there	#	and	you_0	look-2sg	=to.them	#	and	you_0	not	them_0	eat-2sg,"Are you sick, should I get you a doctor? - and what's more your food has been left there and you look at it but you don't eat it.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,140000,144000,##ds	0.2:s	cop	other:pred	#ds	0.1:a	nonindic	=pro.2:g	v:pred	np.h:p	#ds	other	v:pred	ln	np:s	rn_pro.2:poss	other:l	#ds	other	0.2:a	v:pred	=pro.h:p	#ds_neg	other	0.2:a	other	0:p	v:pred,,jitros
jitros_0037,mccypgreek,"Ti eshis,  ise kakofanizmenos mazi mu, tipotes?",#	Ti	eshis	0	#	0	ise	kakofanizmenos	mazi	mu	tipotes,#	What	have-2sg	you_0	#	you_0	are-2sg	insulted	with	to.me	possibly,"What's wrong with you, are you maybe insulted from anything I have done?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,144000,148000,##ds	other:p	v:pred	0.2:a	#ds	0.2:s	cop	other:pred	adp	=pro.1:obl	other,,jitros
jitros_0038,mccypgreek,Malista!,#	Malista!,#	Yes.indeed,Yes indeed!,en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,148000,152000,##ds	other,,jitros
jitros_0039,mccypgreek,Je ti eshis?,#	Je	ti	eshis?	0,#	And	what	have-2sg	you_0,What's wrong then?,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,152000,156000,##ds	other	other:p	v:pred	0.2:a,,jitros
jitros_0040,mccypgreek,"O yos tu vasilea tu allu ekamen tu palatin me to parkonin tu, me tin taratsan tu, me to milon tu to ghrison, me to spathin tu je me to evagelion tu  j esu eshis me koma etsi aplon!",#	O	yos	tu	vasilea	tu	allu	0	ekamen	=tu	palatin	me	to	parkonin	tu	me	tin	taratsan	tu	me	to	milon	tu	to	ghrison	me	to	spathin	tu	je	me	to	evagelion	tu	#	j	esu	eshis	=me	koma	etsi	aplon,#	the	son	the	king	the	other	he_0	made-3sg	=to.him	palace	with	the	balcony	his	with	the	terrace	his	with	the	apple	his	the	golden	with	the	sword	his	and	with	the	bible	his	#	and	you	have-2sg	=to.me	still	so	simple,"The son of the other king built him a palace with balcony, terrace, golden apple, sword, bible and you have me still living so simply!",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,156000,160000,##ds	ln	np.h:dt_obl	ln	np.h:poss	rn_pro.h:poss	rn	0.h:a	v:pred	=pro.h:obl	np:p	adp	ln	np:obl	rn_pro.h:poss	adp	ln	np:obl	rn_pro.h:poss	adp	ln	np:obl	rn_pro.h:poss	rn	rn	adp	ln	np:obl	rn_pro.h:poss	other	adp	ln	np:obl	rn_pro.h:poss	#ds	other	pro.2:a	v:pred	=pro.1:p	other	other	other,,jitros
jitros_0041,mccypgreek,"E, je na su kamo ye mu!",#	E	je	0	na	=su	0	kamo	ye	mu,#	Hey	and	I_0	mod_that	=to.you	it_0	make-1sg	son	my,"Well, I will do it for you my son!",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,160000,164000,##ds	other	other	0.1:a	nonindic	=pro.2:obl	0:p	v:pred	np.h:voc	rn_pro.1:poss,,jitros
jitros_0042,mccypgreek,"Avrion osus arkates eshi,  osus xtistaes eshi  etelofonisen o vasileas  na rtun is to vasilion  na pk'axun ghoul'an,  na kamun tu yu tu palatin.",#	Avrion	osus	arkates	0	eshi	#	osus	xtistaes	0	eshi	#	etelofonisen	o	vasileas	#	0	na	'rtun	is	to	vasilion	#	0	na	pk'axun	ghoul'an	#	0	na	kamun	tu	yu	tu	palatin,#	tomorrow	what	workers	it_0	has-3sg	#	what	builders	it_0	has-3sg	#	called-3sg	the	king	#	they_0	mod_that	come-3pl	to	the	kingdom	#	they_0	mod_that	take-3pl	work	#	they_0	mod_that	make-3pl	the	son	his	palace,Tomorrow the king called whatever builders and workers were around to come to the kingdom and get busy building his son a palace.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,164000,168000,##	other	ln	np.h:p	0:a	v:pred	#	ln	np.h:p	0:a	v:pred	#	v:pred	ln	np.h:s	#	0.h:s	nonindic	v:pred	adp	ln	np:g	#	0.h:a	nonindic	v:pred	np:p	#	0.h:a	nonindic	v:pred	ln	np.h:obl	rn_pro.h:poss	np:p,,jitros
jitros_0043,mccypgreek,"Mes se dhekapende meres ekurtisen to palatin tu yu tu vasilea, me ta parkonia, me tes taratses me ola, e, milon xrison, evagelion ghruson, pastunin ghrison,  ekamnen peripato kathimera pa s jindin taratsan tu.",#	Mes	se	dhekapende	meres	0	ekurtisen	to	palatin	tu	yu	tu	vasilea	me	ta	parkonia	me	tes	taratses	me	ola	e	milon	xrison	evagelion	ghruson	pastunin	ghrison	#	0	ekamnen	peripato	kathimera	pa	s	jindin	taratsan	tu,#	In	to	fifteen	days	he_0	wound-3sg	the	palace	the	son	the	king	with	the	balconies	with	the	terraces	with	everything	ah	apple	golden	cane	golden	cane	golden	#	he_0	made-3sg	walk	everyday	on	to	that.the	terrace	his,"In fifteen days he(?) finished the palace of the king's son, with balconies, terraces, with everything, golden apple, bible, cane, he took a walk everyday on his terrace.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,168000,172000,##	adp	ln	ln	np:other	0.h:a	v:pred	ln	np:p	ln	np.h:poss	ln	np.h:poss	adp	ln	np:obl	adp	ln	np:obl	adp	other:obl	other	np:other	rn	np:other	rn	np:other	rn	#	0.h:a	v:pred	np:p	other	adp	ln	ln	np:l	rn_pro.h:poss,,jitros
jitros_0044,mccypgreek,"Mian imeran, tsa to broeman, ishen mian kojakarin -san j emenan-  j epk'aen to kuzin tis  na pai stin fundanan  na to yemosi.",#	Mian	imeran	tsa	to	broeman	ishen	mian	kojakarin	san	j	emena	#	j	0	epk'aen	to	kuzin	tis	#	0	na	pai	stin	fundanan	#	0	na	=to	yemosi,#	a_f	day	(after)	the	breakfast	had-3sg	a_f	old.woman	like	and	I	#	and	she_0	took-3sg	the	pot	her	#	she_0	mod_that	goes-3sg	to.the	fountain	#	she_0	mod_that	=it	fills-3sg,One day after breakfast there was an old woman like me and she took her pot to the fountain in order to fill it up.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,172000,176000,##	ln	np:other	nc	ln	np:other	predex	ln	np.h:s	other	other	pro.1:other	#	other	0.h:a	v:pred	ln	np:p	rn_pro.h:poss	#ac	0.h:s	nonindic	v:pred	ln	np:g	#ac	0.h:a	nonindic	=pro:p	v:pred,,jitros
jitros_0045,mccypgreek,Eppesen to milon tu yu tu vasilea  j etripisen tis to kuzin tis.,#	Eppesen	to	milon	tu	yu	tu	vasilea	#	j	0	etripisen	=tis	to	kuzin	tis,#	fell-3sg	the	apple	the	son	the	king	#	and	it_0	drilled-3sg	=to.her	the	pot	her,The king's son's apple fell down and bore a hole in her pot.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,176000,180000,##	v:pred	ln	np:s	ln	np.h:poss	ln	np.h:poss	#	other	0:a	v:pred	=pro.h:obl	ln	np:p	rn_pro.h:poss,,jitros
jitros_0046,mccypgreek,"O ye mu, vasilopullin mu, pu na shis tes efjes mu,  etripises mu to kuzin mu  j indalois enna yemoso,  na paro neron esso mu.",#	O	ye	mu	vasilopullin	mu	pu	0	na	shis	tes	efjes	mu	#	0	etripises	=mu	to	kuzin	mu	#	j	indalois	0	enna	0	yemoso	#	0	na	paro	neron	esso	mu,#	Oh	son	my	prince	my	that	you_0	mod_that	have-2sg	the	wishes	my	#	you_0	drilled-3sg	=to.me	the	pot	my	#	and	how	I_0	will	it_0	fill-1sg	#	I_0	mod_that	take-1sg	water	to.home	my,"Oh my son, my prince, may you have my blessing, you bore a hole through my pot and how will I fill it up to take water home?",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,180000,184000,##ds	other	np.h:voc	rn_pro.1:poss	np.h:voc	rn_pro.1:poss	other	0.2:a	nonindic	v:pred	ln	np:p	rn_pro.1:poss	#ds	0.2:a	v:pred	=pro.1:obl	ln	np:p	rn_pro.1:poss	#ds	other	other	0.1:a	aux_l	0:p	v:pred	#ds_ac	0.1:a	nonindic	v:pred	np:p	np:g	rn_pro.1:poss,,jitros
jitros_0047,mccypgreek,Pu na shis tes efjes mu  je na paris tin korin tu Jitru tu Jitromilu.,#	Pu	0	na	shis	tes	efjes	mu	#	je	0	na	paris	tin	korin	tu	Jitru	tu	Jitromilu,#	That	you_0	mod_that	have-2sg	the	wishes	my	#	and	you_0	mod_that	take-2sg	the	daughter	the	Jitros	the	Jitromilos,May you have my blessing and marry the daughter of Jitros - Jitromilos,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,184000,188000,##ds	other	0.2:a	nonindic	v:pred	ln	np:p	rn_pro.1:poss	#ds	other	0.2:a	nonindic	v:pred	ln	np.h:p	ln	np:poss	ln	np:poss,,jitros
jitros_0048,mccypgreek,"A, amesos to kopellin exelen tin kopellan jinin tu Jitrou tu Jitromilou.",#	A	amesos	to	kopellin	exelen	tin	kopellan	jinin	tu	Jitrou	tu	Jitromilou,#	Ah	immediately	the	young.man	wanted-3sg	the	girl	that	the	Jitros	the	Jitromilos,Immediately the young man wanted that girl (the daughter) of Jitros - Jitromilos.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,188000,192000,##	other	other	ln	np.h:a	v:pred	ln	np.h:p	rn	ln	np:poss	ln	np:poss,,jitros
jitros_0049,mccypgreek,"Erkete i dhula,  ferni tu to mbukkoman,  e en troi,  ferni to mesomerin,  pale en troi,  ferni ton dhipnon,  en troi.",#	Erkete	i	dhula	#	0	ferni	=tu	to	mbukkoman	#	e	0	en	0	troi	#	0	ferni	to	mesomerin	#	pale	0	en	0	troi	#	0	ferni	ton	dhipnon	#	0	en	0	troi,#	comes-3sg	the	servant	#	she_0	brings-3sg	=to.him	the	breakfast	#	ah	he_0	not	it_0	eats-3sg	#	she_0	brings-3sg	the	lunch	#	again	he_0	not	it_0	eats-3sg	#	she_0	brings-3sg	the	dinner	#	he_0	not	it_0	eats-3sg,"The servant comes, brings breakfast, he doesn't eat, she brings lunch, again he doesn't eat, she brings dinner, he doesn't eat.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,192000,196000,##	v:pred	ln	np.h:s	#	0.h:a	v:pred	=pro.h:g	ln	np:p	#neg	other	0.h:a	other	0:p	v:pred	#	0.h:a	v:pred	ln	np:p	#neg	other	0.h:a	other	0:p	v:pred	#	0.h:a	v:pred	ln	np:p	#neg	0.h:a	other	0:p	v:pred,,jitros
jitros_0050,mccypgreek,"A jira Vasilissa, pale o yos su en troi, me bukkoman, me mesomerin, me dhipnon.",#	A	jira	Vasilissa	pale	o	yos	su	en	troi	me	bukkoman	me	mesomerin	me	dhipnon,#	Oh	Lady	Queen	again	the	son	your	not	eats-3sg	neither	breakfast	nor	lunch	nor	dinner,"Oh Lady Queen, again your son is not eating neither breakfast nor lunch nor dinner.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,196000,200000,##ds_neg	other	ln	np.h:voc	other	ln	np.h:a	rn_pro.2:poss	other	v:pred	other	np:p	other	rn_np	other	rn_np,,jitros
